INSPECTION_MONTH,INSPECTION_YEAR,MAKE,MODEL_YEAR,GVWR,CYL,ENGINE_SIZE,VEHICLE_TYPE,ODOMETER,TRANS_TYPE,FUEL_TYPE,ESC,DUAL_EXHAUST,INITIAL_RESULT,FINAL_RESULT
6,2015,BMW,2011,0,6,3000,1,55426,A,G,6,N,P,P
8,2015,HYUNDAI,2012,2625,4,1500,1,57677,A,G,6,N,P,P
12,2015,CHRYSLER,2003,3500,4,2400,2,131659,A,G,6,N,P,P
1,2015,CHEVROLET,2011,0,8,6200,1,1289,M,G,6,N,P,P
8,2015,FORD,2002,5660,6,4000,3,0,M,G,20,N,P,P
11,2015,NISSAN,2009,3375,4,2500,1,85325,A,G,6,N,P,P
4,2015,FORD,2014,10000,8,7600,7,14612,A,D,20,N,P,P
12,2015,CHRYSLER,2002,5600,6,3800,5,121788,A,G,20,N,P,P
7,2015,FORD,2010,7200,8,5400,3,41378,A,G,20,N,P,P
12,2015,JEEP,1990,4850,6,4000,3,166722,M,G,10,N,P,P
3,2015,CHEVROLET,2008,9600,8,6000,6,29721,A,G,20,N,P,P
10,2015,NISSAN,2014,3875,6,3500,1,29007,A,G,6,N,P,P
11,2015,OLDSMOBILE,2000,3375,4,2400,1,96140,A,G,6,N,P,P
5,2015,CHEVROLET,2006,3375,4,2200,1,185661,A,G,6,N,P,P
1,2015,DODGE,2006,5700,6,3800,5,63834,A,G,20,N,P,P
12,2015,PONTIAC,2007,0,4,2400,1,49198,A,G,6,N,P,P
7,2015,BUICK,2007,0,6,3800,1,175762,A,G,6,N,P,P
7,2015,GMC,2002,4600,6,4300,3,198290,M,G,20,N,P,P
6,2015,CHEVROLET,2007,2750,4,1600,1,72203,A,G,6,N,P,P
9,2015,PONTIAC,2005,3750,6,3800,1,86711,A,G,6,N,P,P
10,2015,CADILLAC,2010,5467,6,3000,4,77988,A,G,20,N,P,P
1,2015,TOYOTA,2003,5510,8,4700,4,67172,A,G,20,N,P,P
8,2015,FORD,1999,2750,4,2000,1,171470,M,G,6,N,P,P
8,2015,FORD,2000,8850,8,7300,7,202655,A,D,20,N,P,P
7,2015,VOLKSWAGEN,2003,3250,6,2800,1,97093,A,G,6,N,P,P
8,2015,TOYOTA,2003,2750,4,1800,1,161283,A,G,6,N,P,P
9,2015,HONDA,2012,3375,4,2400,1,12272,A,G,6,N,P,P
3,2015,NISSAN,2005,3625,6,3500,1,58400,A,G,6,N,P,P
11,2015,FORD,2013,5500,6,3500,4,39740,A,G,20,N,P,P
5,2015,TOYOTA,2005,2750,4,1800,1,105299,A,G,6,N,P,P
7,2015,TOYOTA,2000,2750,4,1800,1,106718,A,G,6,N,F,P
9,2015,LEXUS,2015,0,6,3500,1,5291,A,G,6,N,P,P
11,2015,VOLKSWAGEN,2001,3500,6,2800,1,133724,M,G,6,N,P,P
5,2015,NISSAN,2014,3375,4,2500,1,8311,A,G,6,N,P,P
9,2015,TOYOTA,2015,3500,4,2500,1,14682,A,G,6,N,P,P
4,2015,TOYOTA,2012,5500,6,4000,3,72200,A,G,20,N,P,P
10,2015,TOYOTA,2007,4600,6,3500,4,53120,A,G,20,N,P,P
12,2015,FORD,2003,3625,6,3000,1,178136,A,G,6,N,P,P
1,2015,TOYOTA,2001,2750,4,1800,1,139552,A,G,6,N,P,P
1,2015,FORD,1994,4000,8,4600,1,74760,A,G,5,N,P,P
10,2015,FORD,1995,5450,6,4900,3,220145,M,G,11,N,P,P
11,2015,FORD,2001,3625,6,3000,1,91271,A,G,6,N,P,P
11,2015,FORD,2009,4880,4,2500,4,22673,A,X,20,N,P,P
3,2015,NISSAN,2009,0,4,1800,1,63313,A,G,6,N,P,P
9,2015,FORD,2002,3500,6,3000,4,135617,A,G,20,N,P,P
8,2015,VOLKSWAGEN,2013,3250,4,2000,1,25103,M,G,6,N,P,P
11,2015,FORD,1997,4001,6,3000,3,72658,M,G,20,N,P,P
7,2015,HONDA,2004,4320,4,2400,4,153647,A,G,20,N,P,P
4,2015,CHEVROLET,2013,3375,4,2500,1,21647,A,G,6,N,P,P
6,2015,CHRYSLER,2014,6050,6,3600,5,9656,A,G,20,N,P,P
12,2015,CHEVROLET,2011,3750,6,3900,1,60272,A,G,6,N,P,P
10,2015,CHEVROLET,2005,5001,6,4200,4,142264,A,G,20,N,F,F
2,2015,LEXUS,2010,0,4,2400,1,8026,A,X,6,N,P,P
7,2015,TOYOTA,2015,5840,6,3500,4,3809,A,G,20,N,P,P
9,2015,ACURA,2010,5952,6,3700,4,120622,A,G,20,N,P,P
12,2015,HONDA,2003,2750,4,1700,1,101341,A,G,6,N,F,P
7,2015,KIA,2010,0,4,2000,1,74663,A,G,6,N,P,P
4,2015,FORD,2000,3375,8,4600,1,124951,A,G,6,Y,P,P
8,2015,MAZDA,2001,4920,6,4000,3,121455,M,G,20,N,P,P
12,2015,CHEVROLET,2006,3750,6,3500,1,86174,A,G,6,N,P,P
9,2015,CHEVROLET,2004,9200,8,6000,7,127904,A,G,20,N,P,P
8,2015,LEXUS,2007,0,6,3500,1,110318,A,G,6,N,P,P
5,2015,FORD,2006,7050,8,5400,3,77336,A,G,20,N,P,P
2,2015,HYUNDAI,2005,4652,6,2700,4,121534,A,G,20,N,P,P
4,2015,TOYOTA,2004,3250,4,2400,4,195904,A,G,20,N,P,P
3,2015,TOYOTA,2004,3500,4,2400,1,143379,A,G,6,N,P,P
2,2015,MERCURY,2011,4500,8,4600,1,60576,A,G,6,N,P,P
4,2015,LINCOLN,2007,4750,8,4600,1,74867,A,G,6,N,P,P
1,2015,JEEP,1995,3500,6,4000,4,164248,A,G,11,N,P,P
9,2015,CHEVROLET,2004,3000,4,2200,1,134643,A,G,6,N,F,P
8,2015,JEEP,2005,4250,6,3700,4,102751,A,G,20,N,P,P
10,2015,JEEP,2012,5600,6,3700,4,59087,A,G,20,N,P,P
4,2015,NISSAN,1994,2750,4,1600,1,112733,M,G,5,N,P,P
9,2015,HONDA,2008,6019,6,3500,5,118723,A,G,20,N,P,P
4,2015,TOYOTA,2011,6300,6,4000,4,48298,A,G,20,N,P,P
4,2015,DODGE,2006,6001,8,5700,3,90075,A,G,20,N,P,P
6,2015,DODGE,2007,6700,8,4700,3,71750,A,G,20,N,P,P
8,2015,NISSAN,2013,0,4,1600,1,16627,A,G,6,N,P,P
3,2015,KIA,2007,2750,4,1600,1,75816,A,G,6,N,P,P
10,2015,SUBARU,2012,0,6,3600,1,39468,A,G,6,N,P,P
4,2015,JEEP,2007,5900,6,3700,4,75481,A,G,20,N,P,P
1,2015,PONTIAC,1998,3125,4,2200,1,190627,A,G,6,N,P,P
5,2015,TOYOTA,2005,6300,8,4700,3,129602,A,G,20,N,P,P
7,2015,TOYOTA,2012,3500,6,3500,1,23802,A,G,6,N,P,P
2,2015,HYUNDAI,2011,3625,4,2400,1,78805,A,G,6,N,F,F
7,2015,GMC,2002,6400,8,5300,4,206373,A,G,20,N,F,P
3,2015,FORD,2006,0,6,3000,1,90603,A,G,6,N,P,P
6,2015,CHEVROLET,2015,7900,8,5300,3,3128,A,G,20,N,P,P
11,2015,TOYOTA,2001,3375,6,3000,1,94616,A,G,6,N,P,P
3,2015,CHEVROLET,2006,7200,8,5300,4,175901,A,G,20,N,P,P
3,2015,HONDA,2007,3625,6,3000,1,94550,A,G,6,N,P,P
11,2015,VOLVO,1996,3500,5,2300,1,215503,A,G,6,N,P,P
2,2015,CHEVROLET,2004,3375,8,5700,1,87112,M,G,6,N,P,P
2,2015,PONTIAC,2007,0,6,3600,1,107882,A,G,6,N,P,P
6,2015,TOYOTA,2007,4720,6,3500,4,87702,A,G,20,N,P,P
12,2015,JEEP,2009,5400,6,3800,4,74408,A,G,20,N,P,P
4,2015,MAZDA,1992,2500,4,1600,1,77502,M,G,5,N,P,P
6,2015,SUBARU,2005,3875,4,2500,2,104372,A,G,6,N,P,P
5,2015,TOYOTA,1997,3375,4,2200,1,195077,A,G,6,N,P,P
10,2015,FORD,2012,2875,4,2000,1,70034,A,G,6,N,P,P
2,2015,SUBARU,2003,3875,6,3000,2,103607,A,G,6,N,P,P
4,2015,FORD,2011,2875,4,2000,1,71968,A,G,6,N,F,P
8,2015,FORD,2010,3375,6,4000,1,67069,M,G,6,N,P,P
7,2015,HONDA,2007,0,6,3000,1,43392,A,G,6,Y,P,P
8,2015,HONDA,1997,2625,4,1600,1,189257,M,G,6,N,F,P
9,2015,TOYOTA,2009,3250,4,1500,1,61428,A,X,6,N,P,P
3,2015,LINCOLN,2004,4000,6,3000,1,86955,A,G,6,N,P,P
4,2015,KIA,2014,4101,4,2000,4,13546,A,G,20,N,P,P
12,2015,TOYOTA,1995,3625,6,3000,1,172934,A,G,5,N,P,P
12,2015,VOLVO,2001,4000,5,2400,2,209617,A,G,6,N,P,P
7,2015,DODGE,2013,0,4,2400,1,35392,A,G,6,N,F,P
7,2015,CHEVROLET,2006,8800,8,6000,7,112113,A,G,20,N,P,P
3,2015,TOYOTA,2005,4000,6,3300,4,97702,A,G,20,N,P,P
2,2015,LEXUS,2007,5265,6,3500,4,94806,A,G,20,N,P,P
8,2015,CHEVROLET,2000,7000,8,4800,3,219967,A,G,20,N,F,F
7,2015,FORD,2013,3625,4,2000,4,37149,A,G,20,N,P,P
10,2015,VOLKSWAGEN,2003,3250,4,1800,1,107260,M,G,6,N,F,P
5,2015,INFINITI,2008,0,6,3500,1,75013,A,G,6,N,P,P
5,2015,FORD,1992,5250,8,5000,3,133270,M,G,11,N,P,P
2,2015,CHEVROLET,2014,7000,8,5300,3,11198,A,G,20,N,P,P
8,2015,KIA,2013,3625,4,2000,1,15192,A,G,6,N,P,P
2,2015,KIA,2009,3625,4,2400,1,100419,A,G,6,N,P,P
7,2015,CHEVROLET,2004,3375,6,3500,1,66604,A,G,6,N,P,P
6,2015,LINCOLN,1998,4250,8,4600,1,211479,A,G,6,Y,P,P
3,2015,GMC,1993,6200,8,5700,3,180000,A,G,16,N,P,P
8,2015,DODGE,2014,6800,8,5700,3,13200,A,G,20,N,P,P
5,2015,FORD,2014,0,4,2500,1,26313,A,G,6,N,P,P
10,2015,FORD,1994,4220,4,2300,3,9208,M,G,11,N,P,P
1,2015,DODGE,1998,6400,8,5200,4,215065,A,G,20,N,P,P
4,2015,NISSAN,2008,3375,6,3500,1,95760,A,G,6,N,P,P
8,2015,FORD,2001,6250,8,4600,3,108206,A,G,20,N,P,P
3,2015,DODGE,1995,5100,6,3900,3,163441,A,G,11,N,P,P
10,2015,HONDA,2015,3375,4,2400,1,7567,A,G,6,N,P,P
6,2015,FORD,2004,7500,8,5400,7,154499,A,G,20,N,P,P
7,2015,CHRYSLER,2006,5300,8,6100,4,59645,A,G,20,N,P,P
7,2015,FORD,2000,3625,6,3000,1,109609,A,G,6,N,P,P
11,2015,FORD,2000,8600,8,5400,6,220596,A,G,20,N,P,P
8,2015,CHEVROLET,1996,6800,8,5700,4,165799,A,G,20,N,P,P
6,2015,SUBARU,2001,4585,4,2500,4,95340,A,G,20,N,P,P
9,2015,HYUNDAI,2003,3625,4,2400,1,153979,M,G,6,N,P,P
10,2015,VOLKSWAGEN,2013,0,4,2000,1,28737,A,G,6,N,P,P
9,2015,CHEVROLET,2002,5001,6,3400,5,149148,A,G,20,N,P,P
4,2015,HYUNDAI,2008,3625,4,2400,1,132693,A,G,6,N,P,P
4,2015,FORD,1999,4320,4,2500,3,91519,M,G,20,N,P,P
7,2015,BMW,2015,6250,6,3000,4,5406,A,G,20,N,P,P
1,2015,NISSAN,2009,5236,6,3500,4,89024,A,G,20,N,P,P
2,2015,CHEVROLET,2005,9600,8,6000,6,109103,A,G,20,N,P,P
8,2015,TOYOTA,2009,3250,4,1500,1,109793,A,X,6,N,P,P
5,2015,DODGE,2012,6700,8,5700,3,28538,A,G,20,N,P,P
12,2015,CHEVROLET,2008,0,4,2200,1,132284,A,G,6,N,F,P
5,2015,HONDA,1994,0,4,2200,1,201934,A,G,5,N,P,P
1,2015,TOYOTA,2000,5100,6,3400,3,163266,A,G,20,N,F,P
9,2015,FORD,2006,3625,6,3000,1,138356,A,G,6,N,P,P
4,2015,FORD,2006,2875,4,2000,1,105766,A,G,6,N,P,P
11,2015,FORD,1989,5500,6,4900,6,0,A,G,10,N,P,P
2,2015,DODGE,1999,6400,8,5900,3,124655,A,G,20,N,P,P
3,2015,FORD,2004,5754,8,5400,4,183717,A,G,20,N,P,P
7,2015,TOYOTA,2005,5250,6,4000,3,96634,A,G,20,N,P,P
12,2015,FORD,2003,6350,8,4600,3,113437,A,G,20,N,P,P
7,2015,HONDA,2008,2750,4,1800,1,51160,A,G,6,N,P,P
12,2015,HYUNDAI,2012,3125,4,1800,1,49318,A,G,6,N,P,P
4,2015,FORD,1998,3625,6,3000,1,155069,A,G,6,N,P,P
1,2015,FORD,2003,6100,8,4600,3,90861,A,G,20,N,P,P
5,2015,FORD,1997,2750,4,2000,1,184443,M,G,6,N,P,P
2,2015,DODGE,2001,6400,8,4700,3,171884,A,G,20,N,P,P
10,2015,DODGE,2015,0,6,3600,1,148,A,G,6,N,P,P
3,2015,CHEVROLET,2007,6600,8,5300,4,68242,A,G,20,N,P,P
8,2015,NISSAN,2005,2875,4,1800,1,96278,A,G,6,N,P,P
1,2015,DODGE,2010,0,6,3500,1,87600,A,G,6,N,P,P
10,2015,CHEVROLET,2012,0,4,1800,1,55468,A,G,6,N,P,P
1,2015,HONDA,2004,3375,6,3000,1,99609,A,G,6,N,P,P
7,2015,NISSAN,2011,3375,4,2500,1,91970,A,G,6,N,P,P
7,2015,HONDA,2007,4750,6,3500,5,234508,A,G,20,N,P,P
12,2015,CHRYSLER,2013,3875,6,3600,1,51122,A,G,6,N,P,P
4,2015,CHEVROLET,1993,3500,8,5700,1,121237,M,G,5,N,F,P
5,2015,DODGE,2005,6400,8,5700,3,53620,A,G,20,N,P,P
6,2015,TOYOTA,2001,5250,6,3400,4,168389,A,G,20,N,P,P
9,2015,GMC,1999,8020,8,7400,3,122701,M,G,20,N,F,P
10,2015,SCION,2005,2750,4,1500,2,73091,A,G,6,N,P,P
11,2015,INFINITI,2008,0,6,3500,1,84566,A,G,6,N,P,P
5,2015,TOYOTA,2001,4250,6,3400,4,105399,A,G,20,N,P,P
10,2015,FORD,2011,9100,8,5400,6,96927,A,G,20,N,P,P
12,2015,CHEVROLET,2004,6200,6,4300,3,152015,A,G,20,N,P,P
8,2015,TOYOTA,2007,3500,6,3500,1,92233,A,G,6,N,P,P
1,2015,TOYOTA,2001,5250,6,3400,4,101486,A,G,20,N,P,P
6,2015,GMC,2012,6800,8,6200,3,37502,A,G,20,N,F,P
2,2015,MERCURY,2001,3625,6,3000,1,103537,A,G,6,N,P,P
7,2015,NISSAN,2008,5001,6,3500,5,38728,A,G,20,N,P,P
11,2015,TOYOTA,2015,5500,6,4000,3,5431,A,G,20,N,P,P
8,2015,JEEP,1997,5300,6,4000,4,148796,A,G,20,N,P,P
10,2015,FORD,2013,6160,6,3500,4,44110,A,G,20,N,P,P
2,2015,OLDSMOBILE,1999,3750,6,3500,1,48159,A,G,6,N,P,P
3,2015,SUBARU,1996,3000,4,2200,1,184348,A,G,6,N,P,P
8,2015,NISSAN,2012,5400,6,4000,4,32192,A,G,20,N,P,P
7,2015,CHEVROLET,2001,3375,8,5700,1,47928,M,G,6,N,P,P
9,2015,PONTIAC,1999,3500,8,5700,1,50946,A,G,6,N,P,P
5,2015,HONDA,2008,3625,6,3500,1,16869,M,G,6,N,P,P
12,2015,HONDA,2003,2750,4,1700,1,219392,A,G,6,N,P,P
7,2015,NISSAN,2003,5000,6,3500,4,148879,A,G,20,N,P,P
4,2015,SUBARU,2006,3625,4,2500,1,39425,A,G,6,N,P,P
3,2015,DODGE,1989,3000,4,2500,1,166296,M,G,4,N,P,P
11,2015,INFINITI,2003,3625,6,3500,1,94141,A,G,6,N,P,P
1,2015,TOYOTA,2006,2750,4,1800,1,97360,A,G,6,N,P,P
4,2015,LEXUS,2006,5520,6,3000,4,142287,A,X,20,N,P,P
5,2015,TOYOTA,2011,5450,6,4000,3,47210,A,G,20,N,P,P
6,2015,NISSAN,2006,5700,6,3500,5,190104,A,G,20,N,P,P
4,2015,HONDA,2000,4165,4,2000,4,129706,A,G,20,N,P,P
6,2015,TOYOTA,2004,5710,8,4700,4,138000,A,G,20,N,P,P
5,2015,DODGE,2013,5450,6,3600,4,39603,A,G,20,N,P,P
5,2015,PONTIAC,2005,3875,6,3800,1,93505,A,G,6,N,P,P
12,2015,CHEVROLET,2003,7500,8,6000,7,145054,A,G,20,N,P,P
12,2015,FORD,2014,0,4,1500,1,13009,A,G,6,N,P,P
9,2015,CHRYSLER,2003,3500,4,2400,2,30751,M,G,6,N,P,P
4,2015,CHEVROLET,2000,3625,6,3400,1,85085,A,G,6,N,P,P
9,2015,BUICK,2008,0,6,3800,1,50960,A,G,6,N,P,P
11,2015,KIA,2013,3625,4,2400,1,44201,A,X,6,N,P,P
5,2015,PONTIAC,2004,5000,6,3400,5,174972,A,G,20,N,P,P
5,2015,SATURN,2004,3000,4,2200,1,112535,A,G,6,N,P,P
1,2015,CADILLAC,2007,7001,8,6200,4,65707,A,G,20,N,F,F
1,2015,JEEP,2001,4450,6,4000,4,78813,A,G,20,N,P,P
8,2015,CHEVROLET,2007,3375,6,3500,1,64663,A,G,6,N,P,P
2,2015,BUICK,2005,3625,6,3100,1,129462,A,G,6,N,P,P
4,2015,MAZDA,2013,0,4,1500,2,43345,A,G,6,N,P,P
6,2015,FORD,2000,8600,8,6800,4,194979,A,G,20,N,P,P
2,2015,SUBARU,1998,3250,4,2500,2,168792,M,G,6,N,P,P
2,2015,TOYOTA,2006,3250,4,1500,1,163424,A,X,6,N,P,P
7,2015,MITSUBISHI,2008,3250,4,2400,1,61673,A,G,6,N,P,P
1,2015,JEEP,1993,5200,6,4000,4,158170,A,G,11,N,F,F
5,2015,FORD,2010,9200,8,5400,7,87078,A,G,20,N,P,P
4,2015,MITSUBISHI,2012,3000,4,2000,1,7933,A,G,6,N,P,P
5,2015,MAZDA,2010,0,4,2300,2,61643,A,G,6,N,P,P
11,2015,FORD,2004,5440,6,4000,3,82845,A,G,20,N,P,P
10,2015,NISSAN,2013,2875,4,1800,1,24438,A,G,6,N,P,P
5,2015,FORD,2005,5360,6,3900,5,8888888,A,G,20,N,P,P
3,2015,CHEVROLET,1991,5250,8,5700,4,222334,A,G,11,N,P,P
1,2015,MERCURY,1995,3875,6,3800,1,113431,A,G,5,N,P,P
8,2015,VOLKSWAGEN,1992,2750,4,1800,1,139699,M,G,5,N,P,P
5,2015,FORD,2001,4250,8,4600,1,46537,A,G,6,N,P,P
11,2015,CHEVROLET,2006,0,4,2400,1,64425,A,G,6,N,P,P
7,2015,GMC,1999,6200,8,5300,3,86344,A,G,20,N,P,P
6,2015,FORD,1994,5280,6,4000,4,137798,A,G,11,N,P,P
1,2015,BUICK,2000,3625,6,3100,1,24159,A,G,6,N,P,P
4,2015,TOYOTA,2004,4250,6,3300,5,113750,A,G,20,N,P,P
4,2015,DODGE,2006,6700,8,4700,4,156767,A,G,20,N,P,P
1,2015,CHEVROLET,2006,3375,6,3500,1,122510,A,G,6,N,P,P
5,2015,DODGE,2011,4500,6,3600,4,110025,A,G,20,N,P,P
3,2015,JEEP,2007,4750,6,3800,4,78276,M,G,20,N,F,P
6,2015,FORD,1994,2625,4,1900,1,46161,A,G,5,N,P,P
1,2015,OLDSMOBILE,1994,3875,6,3800,1,118760,A,G,5,N,P,P
11,2015,FORD,2014,0,4,2000,1,14361,A,G,6,N,F,P
3,2015,CHEVROLET,2005,6100,6,4300,6,32703,A,G,20,N,P,P
7,2015,CHEVROLET,2001,3750,6,3400,1,144498,A,G,6,N,P,P
11,2015,SUBARU,2007,3875,4,2500,2,141148,A,G,6,N,P,P
12,2015,BMW,2000,3500,6,2300,1,109382,A,G,6,N,P,P
7,2015,HONDA,1990,3125,4,2200,1,290310,A,G,4,N,P,P
10,2015,FORD,2015,6300,6,3500,4,11671,A,G,20,N,P,P
3,2015,NISSAN,2001,4700,4,2400,3,167336,A,G,20,N,F,P
7,2015,CHEVROLET,2002,7000,8,5300,4,121400,A,G,20,N,F,P
9,2015,NISSAN,1990,3625,6,3000,1,178698,M,G,4,N,F,F
8,2015,FORD,2012,0,4,2000,1,49555,A,G,6,N,P,P
6,2015,NISSAN,2003,5333,6,3300,3,130181,M,G,20,N,P,P
9,2015,CHEVROLET,2012,0,4,1400,1,75510,A,G,6,N,P,P
6,2015,JEEP,2011,5600,6,3700,4,45761,A,G,20,N,P,P
2,2015,LEXUS,2002,4950,6,3000,4,132241,A,G,20,N,P,P
10,2015,CHEVROLET,2012,3375,4,2400,1,50998,A,G,6,N,P,P
7,2015,FORD,2011,0,4,2500,1,57018,A,G,6,N,P,P
9,2015,DODGE,2013,0,6,3600,1,48185,A,G,6,N,P,P
12,2015,NISSAN,1996,4400,4,2400,3,144229,A,G,20,N,F,P
8,2015,TOYOTA,2013,2750,4,1800,1,52364,A,G,6,N,P,P
11,2015,NISSAN,1995,4250,6,3000,4,161920,A,G,11,N,P,P
3,2015,CHEVROLET,1999,7300,8,5700,4,189294,A,G,20,N,P,P
3,2015,FORD,1999,4500,6,3000,3,175058,A,G,20,N,P,P
8,2015,CHEVROLET,2002,4000,6,4300,4,166958,A,G,20,N,P,P
5,2015,JEEP,2000,5500,8,4700,4,98613,A,G,20,N,P,P
3,2015,DODGE,2005,6320,8,4700,3,196157,A,G,20,N,P,P
2,2015,NISSAN,1998,3250,4,2400,1,157380,A,G,6,N,P,P
3,2015,DODGE,2006,6010,6,3700,3,102621,A,G,20,N,P,P
6,2015,HYUNDAI,2007,3250,6,2700,1,48583,A,G,6,N,P,P
6,2015,OLDSMOBILE,1997,5300,6,4300,4,63865,A,G,20,N,P,P
3,2015,SATURN,2001,2625,4,1900,1,92356,A,G,6,N,P,P
9,2015,CHEVROLET,1997,8600,8,5700,4,174205,A,G,20,N,P,P
12,2015,PONTIAC,2004,3250,6,3400,1,69736,A,G,6,N,P,P
3,2015,LINCOLN,1995,4250,8,4600,1,158067,A,G,5,N,P,P
3,2015,FORD,1982,5500,6,4900,3,186498,M,G,9,N,P,P
12,2015,HYUNDAI,2009,3125,4,2000,1,87243,A,G,6,N,P,P
9,2015,TOYOTA,2012,5570,6,4000,4,22458,A,G,20,N,P,P
10,2015,TOYOTA,2008,4750,6,4000,4,115342,A,G,20,N,P,P
6,2015,SATURN,2002,2625,4,1900,1,51208,M,G,6,N,P,P
12,2015,LEXUS,2010,5650,6,3500,4,41531,A,G,20,N,P,P
3,2015,KIA,2006,4001,4,2700,4,89024,A,G,20,N,P,P
12,2015,SATURN,2008,0,4,1800,1,42412,A,G,6,N,P,P
12,2015,DODGE,2002,3375,6,2700,1,184667,A,G,6,N,F,F
8,2015,TOYOTA,2010,3500,4,2400,1,93112,A,G,6,N,P,P
3,2015,GMC,2008,7000,8,5300,3,63904,A,G,20,N,P,P
4,2015,CHEVROLET,2004,6800,8,5300,3,80033,A,G,20,N,P,P
4,2015,DODGE,2013,0,4,2000,1,4285,M,G,6,N,P,P
11,2015,GMC,2002,6450,8,5300,3,224372,A,G,20,N,P,P
1,2015,TOYOTA,2012,6900,8,4600,3,29892,A,G,20,N,P,P
1,2015,HYUNDAI,2009,3625,4,2400,1,82741,A,G,6,N,P,P
6,2015,HONDA,2004,3125,4,2200,1,34899,M,G,6,N,P,P
9,2015,CHEVROLET,1997,4000,6,3400,5,152017,A,G,20,N,P,P
12,2015,TOYOTA,1998,2750,4,1800,1,64284,A,G,6,N,P,P
10,2015,FORD,1999,8800,8,5400,7,238253,A,G,20,N,F,P
8,2015,VOLKSWAGEN,2006,3500,4,2000,1,87396,A,G,6,N,F,P
9,2015,CHRYSLER,2003,3500,4,2400,2,108321,A,G,6,N,P,P
3,2015,MERCEDES-BENZ,2001,3625,6,2600,1,148120,A,G,6,N,P,P
12,2015,TOYOTA,2007,2750,4,1800,1,107717,A,G,6,N,P,P
12,2015,TOYOTA,2007,4430,4,2400,4,74518,A,G,20,N,P,P
7,2015,MAZDA,2013,3000,4,2000,1,28055,A,G,6,N,P,P
5,2015,BUICK,1996,3750,6,3800,1,155749,A,G,6,N,F,P
8,2015,NISSAN,2008,7100,8,5600,4,126577,A,G,20,N,P,P
11,2015,MERCURY,2002,3625,6,3000,1,66307,A,G,6,N,P,P
5,2015,TOYOTA,1984,2875,4,2400,1,151361,M,G,3,N,P,P
3,2015,FORD,2003,3375,6,3800,1,173844,A,G,6,N,P,P
3,2015,JEEP,2006,6400,8,5700,4,93257,A,G,20,N,P,P
2,2015,MITSUBISHI,2000,3375,4,2400,1,165163,A,G,6,N,F,P
9,2015,CHEVROLET,2006,0,4,2200,1,106752,M,G,6,N,P,P
12,2015,NISSAN,2012,2875,4,1800,1,78852,A,G,6,N,P,P
3,2015,PONTIAC,1997,3750,6,3800,1,198539,A,G,6,N,P,P
2,2015,CHEVROLET,2012,3375,4,2400,1,46016,A,G,6,N,P,P
12,2015,LINCOLN,2013,5440,6,3700,4,19969,A,G,20,N,P,P
7,2015,NISSAN,2006,3875,6,3500,1,71457,A,G,6,N,P,P
7,2015,DODGE,2007,0,4,2000,1,87500,A,G,6,N,P,P
9,2015,AUDI,2014,5622,6,3000,4,28398,A,G,20,N,P,P
9,2015,DODGE,1996,8800,8,5900,3,191819,A,G,20,N,F,F
9,2015,TOYOTA,2007,0,4,1500,1,116982,A,G,6,N,P,P
9,2015,SATURN,2002,2625,4,1900,1,163119,A,G,6,N,F,P
4,2015,CADILLAC,2003,7200,8,6000,4,163059,A,G,20,N,P,P
6,2015,FORD,2007,3625,6,3000,1,73327,A,G,6,N,P,P
4,2015,FORD,1998,7000,8,6800,6,424871,A,G,20,N,P,P
7,2015,HONDA,2006,6050,6,3500,3,56432,A,G,20,N,P,P
11,2015,FORD,2005,0,6,3000,1,130704,A,G,6,N,P,P
6,2015,TOYOTA,2006,5450,6,4000,3,147667,A,G,20,N,P,P
9,2015,FORD,1999,7200,8,5400,4,203091,A,G,20,N,F,F
4,2015,HYUNDAI,2005,0,6,3800,1,60706,A,G,6,N,P,P
12,2015,FORD,1989,10000,8,7500,3,40769,A,G,18,N,P,P
2,2015,CHEVROLET,1988,6800,8,5700,4,35707,A,G,15,N,F,P
8,2015,MAZDA,2007,3000,4,2000,1,96713,A,G,6,N,P,P
12,2015,MITSUBISHI,1997,2500,4,1500,1,216879,A,G,6,N,P,P
6,2015,HYUNDAI,2011,2625,4,1600,1,59677,A,G,6,N,P,P
12,2015,CHEVROLET,2002,7000,8,5300,3,0,A,G,20,N,P,P
6,2015,FORD,2014,0,4,1600,1,19937,A,G,6,N,P,P
7,2015,ACURA,2004,3750,6,3200,1,128698,A,G,6,N,P,P
6,2015,CHEVROLET,2003,5500,8,5300,4,187209,A,G,20,N,P,P
11,2015,HONDA,2001,2750,4,1700,1,188719,M,G,6,N,P,P
3,2015,LINCOLN,2003,7300,8,5400,4,173249,A,G,20,N,F,F
2,2015,FORD,1999,8800,8,7300,7,296876,A,D,20,N,F,P
1,2015,HYUNDAI,2008,4250,6,2700,4,58702,A,G,20,N,P,P
3,2015,CHEVROLET,2001,5350,6,4300,4,139229,A,G,20,N,F,P
6,2015,TOYOTA,2002,3375,4,2400,1,200355,A,G,6,N,P,P
1,2015,CHRYSLER,2010,0,6,3500,1,63086,A,G,6,N,P,P
3,2015,TOYOTA,2006,5675,6,3300,4,154280,A,X,20,N,P,P
9,2015,GMC,2012,4690,4,2400,4,51290,A,G,20,N,P,P
3,2015,LEXUS,2001,4950,6,3000,4,136440,A,G,20,N,P,P
6,2015,MAZDA,2015,4566,4,2500,4,30883,A,G,20,N,P,P
